"ACL00","STARTIME","UNIT","SEX","GEO","TIME","Value"
"Total","From 05:40 to 05:49","Participation rate (%)","Males","Romania","2000","-1"
"Total","From 05:40 to 05:49","Participation rate (%)","Males","Romania","2010","100"
"Total","From 05:40 to 05:49","Participation rate (%)","Females","United Kingdom","2000","100.00"
"Total","From 05:40 to 05:49","Participation rate (%)","Females","United Kingdom","2010","100"
"Total","From 05:40 to 05:49","Participation rate (%)","Females","Turkey","2000","-1"
"Total","From 05:40 to 05:49","Participation rate (%)","Females","Turkey","2010","100"
"Total","From 05:40 to 05:49","Participation rate (%)","Females","Slovenia","2000","100.00"
"Total","From 05:40 to 05:49","Participation rate (%)","Females","Slovenia","2010","-1"
"Total","From 05:40 to 05:49","Participation rate (%)","Females","Serbia","2000","-1"
"Total","From 05:40 to 05:49","Participation rate (%)","Females","Serbia","2010","100"
"Total","From 05:40 to 05:49","Participation rate (%)","Females","Romania","2000","-1"
"Total","From 05:40 to 05:49","Participation rate (%)","Females","Romania","2010","100"
"Total","From 05:50 to 05:59","Participation rate (%)","Total","United Kingdom","2000","100.00"
"Total","From 05:50 to 05:59","Participation rate (%)","Total","United Kingdom","2010","100"
"Total","From 05:50 to 05:59","Participation rate (%)","Total","Turkey","2000","-1"
"Total","From 05:50 to 05:59","Participation rate (%)","Total","Turkey","2010","100"
"Total","From 05:50 to 05:59","Participation rate (%)","Total","Slovenia","2000","100.00"
"Total","From 05:50 to 05:59","Participation rate (%)","Total","Slovenia","2010","-1"
"Total","From 05:50 to 05:59","Participation rate (%)","Total","Serbia","2000","-1"
"Total","From 05:50 to 05:59","Participation rate (%)","Total","Serbia","2010","100"
"Total","From 05:50 to 05:59","Participation rate (%)","Total","Romania","2000","-1"
"Total","From 05:50 to 05:59","Participation rate (%)","Total","Romania","2010","100"
"Total","From 05:50 to 05:59","Participation rate (%)","Males","United Kingdom","2000","100.00"
"Total","From 05:50 to 05:59","Participation rate (%)","Males","United Kingdom","2010","100"
"Total","From 05:50 to 05:59","Participation rate (%)","Males","Turkey","2000","-1"
"Total","From 05:50 to 05:59","Participation rate (%)","Males","Turkey","2010","100"
"Total","From 05:50 to 05:59","Participation rate (%)","Males","Slovenia","2000","100.00"
"Total","From 05:50 to 05:59","Participation rate (%)","Males","Slovenia","2010","-1"
"Total","From 05:50 to 05:59","Participation rate (%)","Males","Serbia","2000","-1"
"Total","From 05:50 to 05:59","Participation rate (%)","Males","Serbia","2010","100"
"Total","From 05:50 to 05:59","Participation rate (%)","Males","Romania","2000","-1"
"Total","From 05:50 to 05:59","Participation rate (%)","Males","Romania","2010","100"
"Total","From 05:50 to 05:59","Participation rate (%)","Females","United Kingdom","2000","100.00"
"Total","From 05:50 to 05:59","Participation rate (%)","Females","United Kingdom","2010","100"
"Total","From 05:50 to 05:59","Participation rate (%)","Females","Turkey","2000","-1"
"Total","From 05:50 to 05:59","Participation rate (%)","Females","Turkey","2010","100"
"Total","From 05:50 to 05:59","Participation rate (%)","Females","Slovenia","2000","100.00"
"Total","From 05:50 to 05:59","Participation rate (%)","Females","Slovenia","2010","-1"
"Total","From 05:50 to 05:59","Participation rate (%)","Females","Serbia","2000","-1"
"Total","From 05:50 to 05:59","Participation rate (%)","Females","Serbia","2010","100"
"Total","From 05:50 to 05:59","Participation rate (%)","Females","Romania","2000","-1"
"Total","From 05:50 to 05:59","Participation rate (%)","Females","Romania","2010","100"
"Total","From 06:00 to 06:09","Participation rate (%)","Total","United Kingdom","2000","100.00"
"Total","From 06:00 to 06:09","Participation rate (%)","Total","United Kingdom","2010","100"
"Total","From 06:00 to 06:09","Participation rate (%)","Total","Turkey","2000","-1"
"Total","From 06:00 to 06:09","Participation rate (%)","Total","Turkey","2010","100"
"Total","From 06:00 to 06:09","Participation rate (%)","Total","Slovenia","2000","100.00"
"Total","From 06:00 to 06:09","Participation rate (%)","Total","Slovenia","2010","-1"
"Total","From 06:00 to 06:09","Participation rate (%)","Total","Serbia","2000","-1"
"Total","From 06:00 to 06:09","Participation rate (%)","Total","Serbia","2010","100"
"Total","From 06:00 to 06:09","Participation rate (%)","Total","Romania","2000","-1"
"Total","From 06:00 to 06:09","Participation rate (%)","Total","Romania","2010","100"
"Total","From 06:00 to 06:09","Participation rate (%)","Males","United Kingdom","2000","100.00"
"Total","From 06:00 to 06:09","Participation rate (%)","Males","United Kingdom","2010","100"
"Total","From 06:00 to 06:09","Participation rate (%)","Males","Turkey","2000","-1"
"Total","From 06:00 to 06:09","Participation rate (%)","Males","Turkey","2010","100"
"Total","From 06:00 to 06:09","Participation rate (%)","Males","Slovenia","2000","100.00"
"Total","From 06:00 to 06:09","Participation rate (%)","Males","Slovenia","2010","-1"
"Total","From 06:00 to 06:09","Participation rate (%)","Males","Serbia","2000","-1"
"Total","From 06:00 to 06:09","Participation rate (%)","Males","Serbia","2010","100"
"Total","From 06:00 to 06:09","Participation rate (%)","Males","Romania","2000","-1"
"Total","From 06:00 to 06:09","Participation rate (%)","Males","Romania","2010","100"
"Total","From 06:00 to 06:09","Participation rate (%)","Females","United Kingdom","2000","100.00"
"Total","From 06:00 to 06:09","Participation rate (%)","Females","United Kingdom","2010","100"
"Total","From 06:00 to 06:09","Participation rate (%)","Females","Turkey","2000","-1"
"Total","From 06:00 to 06:09","Participation rate (%)","Females","Turkey","2010","100"
"Total","From 06:00 to 06:09","Participation rate (%)","Females","Slovenia","2000","100.00"
"Total","From 06:00 to 06:09","Participation rate (%)","Females","Slovenia","2010","-1"
"Total","From 06:00 to 06:09","Participation rate (%)","Females","Serbia","2000","-1"
"Total","From 06:00 to 06:09","Participation rate (%)","Females","Serbia","2010","100"
"Total","From 06:00 to 06:09","Participation rate (%)","Females","Romania","2000","-1"
"Total","From 06:00 to 06:09","Participation rate (%)","Females","Romania","2010","100"
"Total","From 06:10 to 06:19","Participation rate (%)","Total","United Kingdom","2000","100.00"
"Total","From 06:10 to 06:19","Participation rate (%)","Total","United Kingdom","2010","100"
"Total","From 06:10 to 06:19","Participation rate (%)","Total","Turkey","2000","-1"
"Total","From 06:10 to 06:19","Participation rate (%)","Total","Turkey","2010","100"
"Total","From 06:10 to 06:19","Participation rate (%)","Total","Slovenia","2000","100.00"
"Total","From 06:10 to 06:19","Participation rate (%)","Total","Slovenia","2010","-1"
"Total","From 06:10 to 06:19","Participation rate (%)","Total","Serbia","2000","-1"
"Total","From 06:10 to 06:19","Participation rate (%)","Total","Serbia","2010","100"
"Total","From 06:10 to 06:19","Participation rate (%)","Total","Romania","2000","-1"
"Total","From 06:10 to 06:19","Participation rate (%)","Total","Romania","2010","100"
"Total","From 06:10 to 06:19","Participation rate (%)","Males","United Kingdom","2000","100.00"
"Total","From 06:10 to 06:19","Participation rate (%)","Males","United Kingdom","2010","100"
"Total","From 06:10 to 06:19","Participation rate (%)","Males","Turkey","2000","-1"
"Total","From 06:10 to 06:19","Participation rate (%)","Males","Turkey","2010","100"
"Total","From 06:10 to 06:19","Participation rate (%)","Males","Slovenia","2000","100.00"
"Total","From 06:10 to 06:19","Participation rate (%)","Males","Slovenia","2010","-1"
"Total","From 06:10 to 06:19","Participation rate (%)","Males","Serbia","2000","-1"
"Total","From 06:10 to 06:19","Participation rate (%)","Males","Serbia","2010","100"
"Total","From 06:10 to 06:19","Participation rate (%)","Males","Romania","2000","-1"
"Total","From 06:10 to 06:19","Participation rate (%)","Males","Romania","2010","100"
"Total","From 06:10 to 06:19","Participation rate (%)","Females","United Kingdom","2000","100.00"
"Total","From 06:10 to 06:19","Participation rate (%)","Females","United Kingdom","2010","100"
"Total","From 06:10 to 06:19","Participation rate (%)","Females","Turkey","2000","-1"
"Total","From 06:10 to 06:19","Participation rate (%)","Females","Turkey","2010","100"
"Total","From 06:10 to 06:19","Participation rate (%)","Females","Slovenia","2000","100.00"
"Total","From 06:10 to 06:19","Participation rate (%)","Females","Slovenia","2010","-1"
"Total","From 06:10 to 06:19","Participation rate (%)","Females","Serbia","2000","-1"
"Total","From 06:10 to 06:19","Participation rate (%)","Females","Serbia","2010","100"
"Total","From 06:10 to 06:19","Participation rate (%)","Females","Romania","2000","-1"
"Total","From 06:10 to 06:19","Participation rate (%)","Females","Romania","2010","100"
"Total","From 06:20 to 06:29","Participation rate (%)","Total","United Kingdom","2000","100.00"
"Total","From 06:20 to 06:29","Participation rate (%)","Total","United Kingdom","2010","100"
"Total","From 06:20 to 06:29","Participation rate (%)","Total","Turkey","2000","-1"
"Total","From 06:20 to 06:29","Participation rate (%)","Total","Turkey","2010","100"
"Total","From 06:20 to 06:29","Participation rate (%)","Total","Slovenia","2000","100.00"
"Total","From 06:20 to 06:29","Participation rate (%)","Total","Slovenia","2010","-1"
"Total","From 06:20 to 06:29","Participation rate (%)","Total","Serbia","2000","-1"
"Total","From 06:20 to 06:29","Participation rate (%)","Total","Serbia","2010","100"
"Total","From 06:20 to 06:29","Participation rate (%)","Total","Romania","2000","-1"
"Total","From 06:20 to 06:29","Participation rate (%)","Total","Romania","2010","100"
"Total","From 06:20 to 06:29","Participation rate (%)","Males","United Kingdom","2000","100.00"
"Total","From 06:20 to 06:29","Participation rate (%)","Males","United Kingdom","2010","100"
"Total","From 06:20 to 06:29","Participation rate (%)","Males","Turkey","2000","-1"
"Total","From 06:20 to 06:29","Participation rate (%)","Males","Turkey","2010","100"
"Total","From 06:20 to 06:29","Participation rate (%)","Males","Slovenia","2000","100.00"
"Total","From 06:20 to 06:29","Participation rate (%)","Males","Slovenia","2010","-1"
"Total","From 06:20 to 06:29","Participation rate (%)","Males","Serbia","2000","-1"
"Total","From 06:20 to 06:29","Participation rate (%)","Males","Serbia","2010","100"
"Total","From 06:20 to 06:29","Participation rate (%)","Males","Romania","2000","-1"
"Total","From 06:20 to 06:29","Participation rate (%)","Males","Romania","2010","100"
"Total","From 06:20 to 06:29","Participation rate (%)","Females","United Kingdom","2000","100.00"
"Total","From 06:20 to 06:29","Participation rate (%)","Females","United Kingdom","2010","100"
"Total","From 06:20 to 06:29","Participation rate (%)","Females","Turkey","2000","-1"
"Total","From 06:20 to 06:29","Participation rate (%)","Females","Turkey","2010","100"
"Total","From 06:20 to 06:29","Participation rate (%)","Females","Slovenia","2000","100.00"
"Total","From 06:20 to 06:29","Participation rate (%)","Females","Slovenia","2010","-1"
"Total","From 06:20 to 06:29","Participation rate (%)","Females","Serbia","2000","-1"
"Total","From 06:20 to 06:29","Participation rate (%)","Females","Serbia","2010","100"
"Total","From 06:20 to 06:29","Participation rate (%)","Females","Romania","2000","-1"
"Total","From 06:20 to 06:29","Participation rate (%)","Females","Romania","2010","100"
"Total","From 06:30 to 06:39","Participation rate (%)","Total","United Kingdom","2000","100.00"
"Total","From 06:30 to 06:39","Participation rate (%)","Total","United Kingdom","2010","100"
"Total","From 06:30 to 06:39","Participation rate (%)","Total","Turkey","2000","-1"
"Total","From 06:30 to 06:39","Participation rate (%)","Total","Turkey","2010","100"
"Total","From 06:30 to 06:39","Participation rate (%)","Total","Slovenia","2000","100.00"
"Total","From 06:30 to 06:39","Participation rate (%)","Total","Slovenia","2010","-1"
"Total","From 06:30 to 06:39","Participation rate (%)","Total","Serbia","2000","-1"
"Total","From 06:30 to 06:39","Participation rate (%)","Total","Serbia","2010","100"
"Total","From 06:30 to 06:39","Participation rate (%)","Total","Romania","2000","-1"
"Total","From 06:30 to 06:39","Participation rate (%)","Total","Romania","2010","100"
"Total","From 06:30 to 06:39","Participation rate (%)","Males","United Kingdom","2000","100.00"
"Total","From 06:30 to 06:39","Participation rate (%)","Males","United Kingdom","2010","100"
"Total","From 06:30 to 06:39","Participation rate (%)","Males","Turkey","2000","-1"
"Total","From 06:30 to 06:39","Participation rate (%)","Males","Turkey","2010","100"
"Total","From 06:30 to 06:39","Participation rate (%)","Males","Slovenia","2000","100.00"
"Total","From 06:30 to 06:39","Participation rate (%)","Males","Slovenia","2010","-1"
"Total","From 06:30 to 06:39","Participation rate (%)","Males","Serbia","2000","-1"
"Total","From 06:30 to 06:39","Participation rate (%)","Males","Serbia","2010","100"
"Total","From 06:30 to 06:39","Participation rate (%)","Males","Romania","2000","-1"
"Total","From 06:30 to 06:39","Participation rate (%)","Males","Romania","2010","100"
"Total","From 06:30 to 06:39","Participation rate (%)","Females","United Kingdom","2000","100.00"
"Total","From 06:30 to 06:39","Participation rate (%)","Females","United Kingdom","2010","100"
"Total","From 06:30 to 06:39","Participation rate (%)","Females","Turkey","2000","-1"
"Total","From 06:30 to 06:39","Participation rate (%)","Females","Turkey","2010","100"
"Total","From 06:30 to 06:39","Participation rate (%)","Females","Slovenia","2000","100.00"
"Total","From 06:30 to 06:39","Participation rate (%)","Females","Slovenia","2010","-1"
"Total","From 06:30 to 06:39","Participation rate (%)","Females","Serbia","2000","-1"
"Total","From 06:30 to 06:39","Participation rate (%)","Females","Serbia","2010","100"
"Total","From 06:30 to 06:39","Participation rate (%)","Females","Romania","2000","-1"
"Total","From 06:30 to 06:39","Participation rate (%)","Females","Romania","2010","100"
"Total","From 06:40 to 06:49","Participation rate (%)","Total","United Kingdom","2000","100.00"
"Total","From 06:40 to 06:49","Participation rate (%)","Total","United Kingdom","2010","100"
